ISSN, OBJECT ID, SIRSI DATE, SFX DATE
1571-0068, 111064236181002, [2003-], [2003-]
1567-2379, 111066675396000, [Record not found in Sirsi], [1968-]
1612-4669, 111074105736000, [Record not found in Sirsi], [1857-]
1572-3887, 111076082566000, [Record not found in Sirsi], [1982-]
1612-9059, 111076424815012, [2003-], [2003-]
1660-5446, 111076424815014, [v.1(2004)-], [2004-]
1545-5343, 111077909314000, [2004-2006], [2004-2006]
0972-2696, 111079930554010, [v.2(2001)-], [2001-2012, 2012-]
1547-0091, 111080333940004, [2004-], [2004-]
1612-4758, 111080932376000, [Record not found in Sirsi], [1925-]
1546-9530, 111081461908002, [2004-], [2004-]
1548-3568, 111081461908004, [2004-], [2004-]
1548-3584, 111081461908006, [2004-2008], [2004-2008]
1678-5878, 111082143899000, [2003-], [2003-]
1346-4523, 111082654850002, [2001-], [2001-]
1612-9202, 111082654853038, [2004-], [2004-]
1613-2076, 111082654853042, [v.1(2004)-], [2004-]
1619-697X, 111082654853044, [2003-], [2003-]
1226-8372, 111083611496000, [v.1(1996)-], []
1292-3818, 111084892763000, [2004-], [2004-]
1612-4642, 111084892763002, [v.50(2004)-], [1955-]
1612-4782, 111084892763004, [2004-], [2004-]
1612-4804, 111084892763006, [2004-], [2004-]
1612-510X, 111084892763008, [2004-], [2004-]
1613-3749, 111084892763010, [2004-2008], [2004-2008]
1624-8597, 111084892764012, [2004-], [2004-]
0970-9134, 111084970193002, [], [1982-1996, 2000-]
1547-7037, 111085426357000, [Record not found in Sirsi], [1980-1996, 2004-]
1547-7029, 111085436321030, [Record not found in Sirsi], [2001-]
0311-6999, 111086125838002, [2007-], [2007-]
1226-9239, 111088194423064, [1997-], [1997-]
1340-6868, 111088195224374, [1994-], [1994-]
1550-7416, 111088197764384, [v.6(2004)-], [1999-]
1550-8943, 111088199761326, [v.1(2005)-], [1997-]
0972-2815, 111088542138036, [2008-], [2008-]
1573-3750, 111089144420002, [2005-], [2005-]
1760-4133, 111093368829138, [2004-2006], [2004-2006]
0814-5725, 111093463527004, [1984-1999], [1984-1999]
1610-1979, 111094225730006, [2002-], [2002-]
1619-4500, 111094225731008, [2003-], [2003-]
1613-5636, 111096306795002, [2004-], [2004-]
1614-3485, 111097788427034, [2004-], [2004-]
1617-9846, 111098844742004, [2003-], [2003-]
0066-6394, 991042723374750, [1948-1980], [1948-1980]
0370-7377, 991042723434372, [Record not found in Sirsi], [1997-]
1434-663X, 991042723500908, [2000-], [2000-]
1529-7322, 991042723548042, [2001-], [2001-]
1531-3433, 991042723583600, [2001-], [2001-]
1575-5460, 991042723623328, [1999-], [1999-]
0027-1349, 991042725900260, [2007-], [2007-]
0038-1527, 991042725903374, [1962-], [1962-]
0147-6874, 991042725957738, [2007-], [2007-]
0365-2564, 991042726120046, [1930-1960], [1930-1960]
0367-9977, 991042726121062, [1962-1969], [1962-1969]
0430-3202, 991042726132694, [1950-], [1950-]
0162-9700, 991042726866892, [1979-1985], [1979-1985]
0163-514X, 991042726867914, [1980-1981], [1980-1981]
1229-9197, 991042727010842, [2000-], [2000-]
1319-8025, 991042727012952, [2004-], [2004-]
1527-2729, 991042727054898, [2000-], [2000-]
1528-4042, 991042727054900, [2001-], [2001-]
0732-0426, 991042728005534, [1971only], [1971-]
0972-1525, 991042728047288, [1999-], [1999-]
1009-2757, 991042728050510, [2001-2009], [2001-2009]
1009-6124, 991042728051526, [2006-], [2006-]
1009-637X, 991042728051530, [2001-], [2001-]
1229-9138, 991042728062234, [2008-], [2008-]
1447-6959, 991042728083670, [2002-], [2002-]
1519-566X, 991042728099630, [2001-], [2001-]
1540-3009, 991042728152526, [2001-], [2001-]
1540-3416, 991042728153602, [2002-], [2002-]
1541-308X, 991042728177324, [2007-], [2007-]
1541-6933, 991042728186008, [2004-], [2004-]
1542-6416, 991042728208694, [2004-], [2004-]
1569-5794, 991042728220516, [Record not found in Sirsi], [1985-]
1590-5896, 991042728221610, [1999-], [1999-]
1598-1037, 991042728222704, [2000-], [2000-]
1598-5032, 991042728222716, [2010-], [2010-]
1617-9447, 991042728225888, [2001-], [2001-]
0742-0463, 991042728852426, [2007-], [2007-]
1012-9405, 991042728944476, [2011-], [2011-]
0894-9859, 991042729646076, [1997], [1997-1997]
8756-6990, 991042729735336, [2007-], [2007-]
1068-364X, 991042731725024, [2007-], [2007-]
1080-6954, 991042731798744, [1995-], [1995-]
1121-9130, 991042731853462, [1997-2000], [1997-2000]
0251-4184, 991042732549386, [2013-], [2013-]
1139-1138, 991042732731612, [Record not found in Sirsi], [1988-]
1488-3473, 991042733820088, [2000-], [2000-]
0847-2971, 991042737750776, [1989-1995], [1989-1995]
0019-5421, 991042740209040, [Record not found in Sirsi], [1949-]
0017-9604, 991042741068322, [Record not found in Sirsi], [2008-]
0144-3895, 991042741106032, [v.1(1981)-v.2(1982)], [1981-1996]
0340-0239, 991042742055588, [1958-1964], [1958-1964]
0920-1580, 991042748218022, [1997-1999], [1997-1999]
0340-0336, 991042749577550, [1948-1974], [1948-1974]
0340-0387, 991042749577552, [1939-1945], [1939-1945]
0932-8920, 991042749609288, [1939-1944], [1939-1944]
0971-7196, 991042752561058, [2009-], [2009-]
1340-3443, 991042752791178, [1994-], [1994-]
1341-6979, 991042752792214, [1996-], []
1342-078X, 991042752792222, [1996-], [1996-]
1388-6150, 991042754041188, [1998-], [1969-1996, 1998-]
1573-9538, 1000000000017447, [2004-], [2004-]
1613-4982, 1000000000017449, [v.1(2004)-], [2004-]
1613-9372, 1000000000017450, [v.1(2004)-], [2004-]
1614-2446, 1000000000017451, [2005-], [2005-]
1614-371X, 1000000000017452, [2010-], [2010-]
1619-8638, 1000000000017453, [2004-2008], [2004-2008]
1598-5865, 1000000000018658, [2002-], [1997-]
1598-9623, 1000000000018660, [2001-], [2001-]
1671-9433, 1000000000018679, [2002-], [2002-]
1672-6340, 1000000000018684, [2003-], [2003-]
1614-4007, 1000000000018734, [2004-], [2004-]
1007-662X, 1000000000019496, [Record not found in Sirsi], [1990-]
1005-1031, 1000000000019684, [1993-], [1993-]
1006-9097, 1000000000019732, [2008-], [2008-]
1009-5020, 1000000000019748, [1999-], [1999-]
1554-7191, 1000000000021331, [2005-], [2005-]
1614-2942, 1000000000021333, [2005-], [2005-]
1824-7490, 1000000000021334, [2004-], [2004-]
1614-5046, 1000000000021336, [2005-], [2005-]
1860-1480, 1000000000021337, [v.38(2005)-], [1993-]
1860-1871, 1000000000021338, [2005-], [2005-]
1574-020X, 1000000000022971, [2005-], [1966-]
1573-3149, 1000000000023011, [Record not found in Sirsi], [1994-]
1573-9414, 1000000000023012, [Record not found in Sirsi], [1961-]
1573-3882, 1000000000023013, [2005-], [2005-]
1554-351X, 1000000000024955, [2005-], [2005-]
1547-769X, 1000000000025126, [2005-], [2005-]
1551-1286, 1000000000025131, [2005-], [2005-]
1574-1443, 1000000000025521, [Record not found in Sirsi], [1991-]
1558-8211, 1000000000025542, [2006-], [2006-]
1553-6610, 1000000000025848, [2004-], [2004-]
1176-7529, 1000000000025905, [2004-], [2004-]
1861-2776, 1000000000026286, [2008-], [2008-]
1733-8387, 1000000000033829, [2001-], [2001-]
1349-0222, 1000000000033860, [2003-], [2003-]
0972-4052, 1000000000033862, [2010-], [2010-]
1633-8065, 1000000000035012, [1995-], [1995-]
1555-4961, 1000000000035013, [Record not found in Sirsi], [2001-]
1772-9890, 1000000000035014, [2005-], [2005-]
1556-3316, 1000000000035015, [2005-], [2005-]
1593-7879, 1000000000035016, [2000-], [2000-]
1860-9716, 1000000000035017, [2005-], [2005-]
1557-1912, 1000000000035018, [v.8(2006)-], [1999-]
1776-2596, 1000000000035019, [2006-], [2006-]
1861-0684, 1000000000035020, [Record not found in Sirsi], [1997-]
1861-6755, 1000000000035021, [2006-], [2006-]
1651-436X, 1000000000043900, [2002-], [2002-]
1598-2351, 1000000000044780, [2001-2008, 2010-], [2001-2008, 2010-]
1738-2203, 1000000000107436, [], [2009-]
1226-7988, 1000000000107820, [1997-], [1997-]
1557-1874, 1000000000108461, [2006-], [2006-]
1774-0746, 1000000000210460, [2007-], [2007-]
1556-3790, 1000000000210533, [2005-], [2005-]
1558-9447, 1000000000210538, [2006-], [2006-]
1673-341X, 1000000000210559, [2006-], [2006-]
1673-3428, 1000000000210560, [2006-], [2006-]
1673-3436, 1000000000210561, [2006-], [2006-]
1673-3444, 1000000000210562, [2006-], [2006-]
1673-3452, 1000000000210563, [2006-], [2006-]
1673-3460, 1000000000210564, [2006-], [2006-]
1673-3479, 1000000000210565, [2006-], [2006-]
1673-3487, 1000000000210566, [v.1(2006)-], [2006-2010]
1673-3509, 1000000000210567, [2006-2009], [2006-2009]
1673-3517, 1000000000210568, [2006-], [2006-]
1860-8965, 1000000000210618, [2006-], [2006-]
1861-6410, 1000000000210619, [2006-], [2006-]
1871-1502, 1000000000210621, [2006-], [2006-]
0365-6020, 1000000000210738, [1869-1955], [1869-1955]
1557-2064, 1000000000220409, [Record not found in Sirsi], [2000-]
1895-1074, 1000000000220569, [2003-], [2003-]
1559-7431, 1000000000220597, [2006-], [2006-]
1557-1890, 1000000000220599, [2006-], [2006-]
1557-1858, 1000000000220600, [2006-], [2006-]
1556-1623, 1000000000220601, [2006-], [2006-]
1556-1607, 1000000000220602, [2006-], [2006-]
1547-4771, 1000000000220607, [2006-], [2006-]
1895-6572, 1000000000221393, [2006-], [2006-]
1895-104X, 1000000000221415, [2006-], [2006-]
1895-1058, 1000000000221416, [2006-], [2006-]
1673-3495, 1000000000221454, [v.1(2006)-], [2006-]
1673-3401, 1000000000221455, [2006-], [2006-]
1861-9681, 1000000000221456, [2006-], [2006-]
1661-5751, 1000000000221506, [2006-], [2006-]
1880-6546, 1000000000221517, [2008-], [2008-]
1871-5621, 1000000000221526, [v.16(2006)-], [2006-]
1862-040X, 1000000000221529, [2006-], [2006-]
1778-3712, 1000000000221535, [2006-], [2006-]
1557-1955, 1000000000221536, [2006-], [2006-]
1811-2382, 1000000000221612, [2006-], [2006-]
1895-1066, 1000000000221713, [2003-], [2003-]
1861-1125, 1000000000221938, [2006-], [2006-]
1557-2285, 1000000000221944, [2006-], [2006-]
1861-8200, 1000000000221945, [2006-], [2006-]
1559-2723, 1000000000221967, [v.29(2006)-], [1978-]
1860-711X, 1000000000221980, [2006-], [2006-]
1871-0131, 1000000000221981, [2006-], [2006-]
1871-2584, 1000000000221982, [2006-], [2006-]
1738-5261, 1000000000222018, [2005-], [2005-]
1813-7253, 1000000000222695, [2006-], [2006-]
1559-1646, 1000000000222723, [Record not found in Sirsi], []
1735-1472, 1000000000222798, [2004-], [2004-]
1735-207X, 1000000000222818, [2004-], [2004-]
1555-5542, 1000000000222902, [2011-], [2011-]
0971-3514, 1000000000223022, [2008-], [2008-]
1134-5764, 1000000000223096, [1993-], [1986-]
1778-4298, 1000000000223347, [2006-], [2006-]
1862-6599, 1000000000223357, [2006-], [2006-]
1781-6858, 1000000000223899, [2007-], [2007-]
1226-4806, 1000000000223918, [1997-], [1997-]
1557-1939, 1000000000223937, [v.19(2006)-], [1988-]
1618-7849, 1000000000223940, [2000-], [2000-]
1618-808X, 1000000000223947, [2000-], [2000-]
1619-5507, 1000000000223950, [2002-], [2002-]
1226-119X, 1000000000223969, [], [1999-]
1738-494X, 1000000000223977, [2005-], [2005-]
1931-7557, 1000000000224223, [2007-], [2007-]
1862-4065, 1000000000226912, [2006-], [2006-]
1862-4472, 1000000000226914, [2007-], [2007-]
1861-0706, 1000000000238478, [v.1(2006)-], [1997-]
1476-8186, 1000000000238479, [2004-], [2004-]
1730-413X, 1000000000238506, [2009-], [2009-]
0973-3930, 1000000000238750, [2005-], [2005-]
1673-1581, 1000000000238783, [2005-], [2005-]
1862-3522, 1000000000238931, [2006-], [2006-]
1863-3579, 1000000000238932, [2006-], [2006-]
1512-2891, 1000000000239774, [2007-], [2007-]
1833-928X, 1000000000240286, [2006-], [2006-]
1671-3664, 1000000000241267, [2002-], [2002-]
1672-5107, 1000000000241299, [2007-], [2007-]
1672-7975, 1000000000241320, [2004-], [2004-]
1672-0415, 1000000000241445, [Record not found in Sirsi], [1995-]
1672-5182, 1000000000241447, [Record not found in Sirsi], [2002-]
1672-6316, 1000000000241448, [2004-], [2004-]
1672-7118, 1000000000241451, [2004-2008], [2004-2008]
1673-1905, 1000000000241453, [2005-], [2005-]
1931-7212, 1000000000247314, [2006-], [2006-]
1871-9791, 1000000000256356, [2007-], [2007-]
1862-7072, 1000000000256361, [2007-], [2007-]
1672-0733, 1000000000256370, [Record not found in Sirsi], [1981-]
1872-5325, 1000000000256376, [2007-], [2007-]
1863-2505, 1000000000256975, [2007-], [2007-]
1871-4080, 1000000000256976, [2007-], [2007-]
1932-2259, 1000000000256983, [2007-], [2007-]
1661-7738, 1000000000256984, [2007-], [2007-]
1661-8297, 1000000000256990, [2007-], [2007-]
1613-8392, 1000000000257070, [v.16(2005)-], [2003-2011]
1862-5347, 1000000000257209, [2007-], [2007-]
1661-8254, 1000000000257210, [2007-], [2007-]
0340-5249, 1000000000263349, [1969-1971], [1969-1971]
0365-2009, 1000000000264685, [1925-1966], [1925-1966]
0367-4355, 1000000000264933, [1939-1963], [1939-1963]
0931-279X, 1000000000270380, [2004-], [2004-]
0947-0255, 1000000000272537, [Record not found in Sirsi], [2011-]
0971-9202, 1000000000273101, [2004-], [2004-]
1435-6163, 1000000000275442, [2008-], [2008-]
1567-7559, 1000000000275957, [2001-2005, 2013-], [2001-2005, 2013-]
1614-1822, 1000000000276357, [2007-], [2007-]
1618-2162, 1000000000276670, [], [2010-]
1708-8569, 1000000000276942, [2008-], [2008-]
1778-3739, 1000000000277321, [2006-], [2006-]
1863-2521, 1000000000277326, [2007-], [2007-]
1863-2483, 1000000000277331, [2007-], [2007-]
1951-6355, 1000000000277336, [2007-], [2007-]
1863-9690, 1000000000277340, [Record not found in Sirsi], [1997-]
0946-4565, 1000000000277787, [2006-], [2006-]
1863-9933, 1000000000278490, [2007-], [1975-]
1873-7617, 1000000000278503, [2007-], [2007-]
1933-7213, 1000000000278517, [2007-], [2007-]
1555-8622, 1000000000278538, [2005-], [2005-]
1863-8171, 1000000000278541, [v.91(2007)-], [2004-]
1990-3413, 1000000000278542, [2007-], [2007-]
1863-2653, 1000000000278546, [Record not found in Sirsi], [1891-]
1990-519X, 1000000000278548, [2007-], [2007-]
1699-048X, 1000000000278550, [Record not found in Sirsi], [2000-]
1612-3093, 1000000000278564, [2000-], [2000-]
1673-7334, 1000000000278572, [2007-], [2007-]
1673-7407, 1000000000278573, [2007-  Most recent 1 year(s)not available], [2007-  Most recent 1 year(s) not available]
1673-7326, 1000000000278574, [2007-], [2007-]
1673-7369, 1000000000278575, [2007-], [2007-]
1673-7350, 1000000000278576, [2007-], [2007-]
1673-7385, 1000000000278577, [2007-2010], [2007-2010]
1673-7393, 1000000000278578, [2007-], [2007-]
1673-7415, 1000000000278579, [2007-2011], [2007-2011]
1673-7318, 1000000000278580, [2007-], [2007-]
1673-7377, 1000000000278581, [2007-2010], [2007-2010]
1673-7342, 1000000000278582, [2007-2010], [2007-2010]
1863-6705, 1000000000278585, [v.55(2007)-], [1998-]
1936-0533, 1000000000278589, [2007-], [2007-]
1955-2513, 1000000000278607, [2007-], [2007-]
1661-8556, 1000000000278685, [2007-], [1963-1996, 2007-]
1672-3597, 1000000000278708, [2003-], [2003-]
1990-4789, 1000000000278710, [2007-], [2007-]
1862-9679, 1000000000278723, [2007-], [2007-]
1951-5995, 1000000000278729, [2006-], [2006-]
1863-5466, 1000000000278734, [2007-], [2007-]
1778-3798, 1000000000278738, [2007-], [2007-]
1819-7140, 1000000000278745, [2007-], [2007-]
1990-7931, 1000000000278746, [2007-], [2007-]
1863-2297, 1000000000278747, [2007-], [1978-]
1932-7587, 1000000000278748, [2007-], [2007-]
1862-8516, 1000000000278749, [2007-], [2007-]
1863-2386, 1000000000278750, [2007-], [2007-]
1863-1703, 1000000000278751, [2007-], [2007-]
1661-8726, 1000000000278762, [v.100(2007)-], [2004-]
1872-8855, 1000000000278797, [2007-], [2007-]
1871-7934, 1000000000278807, [2007-], [2007-]
1873-9601, 1000000000278814, [2007-], [2007-]
1871-4757, 1000000000278825, [2007-], [2007-]
1863-6683, 1000000000278830, [Record not found in Sirsi], [2007-]
1990-7508, 1000000000280370, [2007-], [2007-]
1864-0753, 1000000000280371, [2007-2010, 2012-], [2007-2010, 2012-]
1819-7124, 1000000000280373, [2007-], [2007-]
1772-9416, 1000000000280505, [2001-], [2001-]
1932-9520, 1000000000280507, [2007-], [2007-]
1810-2328, 1000000000280511, [2007-], [2007-]
1990-7478, 1000000000280513, [v.1(2007)-], [2007-]
1872-0218, 1000000000280515, [2007-], [2007-]
1828-0447, 1000000000280517, [2006-], [2006-]
1614-0702, 1000000000280524, [2006-], [2006-]
1874-2718, 1000000000280754, [2007-], [2007-]
1614-7189, 1000000000280756, [2005-], [2005-]
1639-8319, 1000000000280757, [2003-], [2003-]
1970-5565, 1000000000280758, [v.1(2007)-v.5(2011)], [2007-]
1863-8155, 1000000000280759, [2007-], [2007-]
1864-0281, 1000000000280760, [Record not found in Sirsi], [2003-]
1991-0061, 1000000000280761, [2006-], [2006-]
1673-565X, 1000000000280762, [Record not found in Sirsi], [2000-]
1558-2973, 1000000000280767, [2007-], []
1935-3812, 1000000000280768, [2007-], [2007-]
1936-055X, 1000000000280771, [2007-], [2007-]
1124-1845, 1000000000280772, [v.1(1843)-v.5(1847)], [1843-1847]
1661-8270, 1000000000281022, [2007-], [2007-]
1951-6371, 1000000000281050, [2007-], [2007-]
1954-3204, 1000000000281056, [2007-], [2007-]
1874-1738, 1000000000281416, [2008-], [2008-]
1864-5739, 1000000000281418, [2007-], [2001-]
1864-9718, 1000000000281419, [2007-], [2007-]
1598-6446, 1000000000284867, [2009-], [2009-]
1738-642X, 1000000000284871, [2010-], [2010-]
1865-1704, 1000000000285668, [Record not found in Sirsi], [2006-]
1932-4502, 1000000000289573, [2007-], [1966-1996, 2007-]
1935-5130, 1000000000289576, [Record not found in Sirsi], [2008-]
1861-2032, 1000000000289612, [2012-], [2012-]
1865-2034, 1000000000289656, [2009-], [2009-]
1874-8597, 1000000000289657, [Record not found in Sirsi], [1997-]
1936-6582, 1000000000289658, [2008-], [2008-]
1874-8961, 1000000000289666, [2008-], [2008-]
1555-8932, 1000000000292265, [2006-], [2006-]
1939-8018, 1000000000292340, [v.50(2008)-], [1989-]
1556-9039, 1000000000294595, [2005-], [2005-]
1673-7067, 1000000000294785, [2007-], [2007-]
1865-0333, 1000000000294930, [2008-], [2008-]
1872-5120, 1000000000294934, [2006-], [2006-]
1865-2646, 1000000000295103, [2007-], [2007-]
1671-2463, 1000000000304001, [2002-2003], [2002-2003]
0971-4502, 1000000000304119, [2007-], [2007-]
1818-6300, 1000000000312296, [2006-], [2006-]
1935-9756, 1000000000319372, [2008-], [2008-]
1935-973X, 1000000000319374, [], [2008-]
1936-2447, 1000000000320009, [2009-], [2009-]
1936-3761, 1000000000320496, [2007-], [2007-]
1936-5802, 1000000000320692, [Record not found in Sirsi], [2008-]
1936-6442, 1000000000320968, [2008-], [2008-]
1936-9735, 1000000000321513, [2008-], [2008-]
1936-9751, 1000000000321515, [Record not found in Sirsi], [2008-]
1938-7741, 1000000000322842, [v.1(2008)-], [2008-]
1939-1234, 1000000000323369, [2008-], [2008-]
1937-5387, 1000000000324177, [2008-], [2008-]
1825-859X, 1000000000326253, [2011-], [2011-]
1447-1825, 1000000000328616, [2002-2006], [2002-2006]
1875-2160, 1000000000328845, [2007-], [2007-]
1864-1954, 1000000000328846, [v.1(2007)-], [2007-]
0029-6341, 1000000000328847, [1855-1867,1895-1900], [1855-1867, 1895-1900]
0390-5276, 1000000000328850, [2007-], [2007-]
1674-0769, 1000000000328851, [2007-], [2007-]
1570-646X, 1000000000332018, [2008-], [2008-]
1958-5586, 1000000000332051, [2008-], [2008-]
1874-5490, 1000000000365540, [2008-], [2008-]
1873-9318, 1000000000365585, [2008-], [2008-]
1875-1342, 1000000000365586, [2008-], [2008-]
1875-2292, 1000000000365587, [2008-], [2008-]
1874-897X, 1000000000365588, [2008-], [2008-]
1874-7884, 1000000000365589, [2008-], [2008-]
1874-785X, 1000000000365590, [2008-], [2008-]
1865-5041, 1000000000365593, [2008-], [2008-]
1864-9610, 1000000000365596, [], [2010-]
1865-0473, 1000000000365597, [2008-], [2008-]
1864-5909, 1000000000365598, [2008-], [2008-]
1864-6158, 1000000000365600, [2008-], [2008-]
1865-3928, 1000000000365602, [2008-], [2008-]
1864-4031, 1000000000365603, [2008-], [2008-]
1865-035X, 1000000000365604, [2009-], [2009-]
1865-9659, 1000000000365605, [2008-], [2008-]
1109-2858, 1000000000365606, [2001-], [2001-]
1865-1550, 1000000000365607, [2008-], [2008-]
1110-5704, 1000000000365608, [2008-], [2008-]
1865-5025, 1000000000365609, [2008-], [2008-]
1995-4255, 1000000000365610, [v.1(2008)-], [2008-]
1995-0829, 1000000000365611, [2008-], [2008-]
1960-6206, 1000000000365612, [Record not found in Sirsi], [2008-]
1995-0802, 1000000000365616, [2008-], [2008-]
1973-798X, 1000000000365617, [2008-], [2008-]
1995-0780, 1000000000365618, [2008-], [2008-]
1995-4239, 1000000000365619, [2008-], [2008-]
1995-4212, 1000000000365620, [2008-], [2008-]
1938-971X, 1000000000365621, [2008-], [2008-]
1874-463X, 1000000000366475, [2008-], [2008-]
1783-7677, 1000000000366478, [v.1(2007)-], [2007-]
1996-3599, 1000000000366479, [Record not found in Sirsi], [2008-]
1865-6544, 1000000000366482, [v.25(2008)-], [2006-]
1941-6628, 1000000000377963, [v.38(2007)], [1986-1996, 2007-]
, 1000000000378052, [v.10(2009)-], [2009-]
1226-0061, 1000000000379197, [v.4(1997)-v.9(2002)], [1997-2002]
1865-7257, 1000000000387856, [2008-], [2008-]
1875-3728, 1000000000389690, [2011-], [2011-]
1383-2336, 1000000000390037, [Record not found in Sirsi], [1986-1999]
1941-9066, 1000000000392108, [2008-], [2008-]
1866-1947, 1000000000393139, [2009-], [2009-]
1975-9479, 1000000000393427, [2009-], [2009-]
1866-7511, 1000000000394273, [v.1(2008)-], [2008-]
1866-9557, 1000000000394274, [v.1(2009)-], [2009-]
1865-1984, 1000000000394275, [2004-], [2004-]
1998-0124, 1000000000394277, [Record not found in Sirsi], [2008-]
1575-9822, 1000000000416995, [2010], [2010-2010]
1943-3921, 1000000000429266, [v.71(2009)-], [2004-]
1943-4588, 1000000000429291, [2009-], [2009-]
1866-6892, 1000000000434136, [2009-], [2009-]
0972-8821, 1000000000434137, [2009-], [2009-]
1976-9571, 1000000000436706, [2009-], [2009-]
0970-3950, 1000000000436708, [2009-], [2009-]
0974-3626, 1000000000436748, [2004-], [2004-]
1867-1071, 1000000000439214, [2009-], [2009-]
1976-7633, 1000000000489034, [v.46(2010)-], [2010-]
0365-2041, 1000000000496017, [1873-1925], [1873-1925]
1875-4791, 1000000000498295, [v.1(2009)-], [2009-]
1674-4128, 1000000000498306, [Record not found in Sirsi], [2008-2011]
1867-3236, 1000000000498330, [Record not found in Sirsi], [2007-]
1888-9697, 1000000000498334, [Record not found in Sirsi], [2008-]
1866-2188, 1000000000498340, [Record not found in Sirsi], [2008-]
1311-0454, 1000000000498521, [], [2005-]
1738-8090, 1000000000524441, [v.5(2009)-], [2009-]
1976-0280, 1000000000543406, [2010-], [2010-]
1876-4517, 1000000000543506, [v.1(2009)-], [2009-]
1877-0533, 1000000000543507, [2009-], [2009-]
1876-990X, 1000000000543508, [v.1(2009)-], [2009-]
1867-2086, 1000000000543509, [2009-], [2009-]
1867-6936, 1000000000543510, [v.1(2010)-], [2010-]
1866-9298, 1000000000543511, [v.1(2009)-], [2009-]
1867-2450, 1000000000543512, [2009-], [2009-]
1867-4569, 1000000000543513, [2010-], [2010-]
1867-0717, 1000000000543514, [2009-], [2009-]
1867-2477, 1000000000543515, [v.1(2009)-], [2009-]
1867-4305, 1000000000543516, [Record not found in Sirsi], [2008-]
1867-1616, 1000000000543517, [v.39(2009)-], [1996-]
1867-2949, 1000000000543518, [v.1(2009)-], [2009-]
1865-9284, 1000000000543519, [v.1(2009)-], [2009-]
1867-1594, 1000000000543520, [v.89(2009)-], [1996-]
1866-749X, 1000000000543521, [v.1(2009)-], [2009-]
1867-0202, 1000000000543523, [2009-], [2009-]
2070-0504, 1000000000543524, [Record not found in Sirsi], [2009-]
1674-4519, 1000000000543525, [2009-], [2009-]
1867-0334, 1000000000543526, [2009-], [2009-]
1866-7910, 1000000000543527, [2009-], [2009-]
1616-8658, 1000000000543528, [Record not found in Sirsi], [2009-]
1913-2751, 1000000000543529, [Record not found in Sirsi], [2009-]
1965-0817, 1000000000543534, [2009-], [2009-]
1867-0466, 1000000000543535, [2009-], [2009-]
1674-487X, 1000000000543536, [2009-], [2009-]
1760-5342, 1000000000543537, [2009-], [2009-]
2070-0482, 1000000000543539, [Record not found in Sirsi], [2009-]
2070-0466, 1000000000543541, [Record not found in Sirsi], [2009-]
1867-1306, 1000000000543542, [2009-], [2009-]
2070-2051, 1000000000543543, [2009-], []
1867-1748, 1000000000543544, [2009-], [2009-]
1965-0833, 1000000000543545, [2009-], [2009-]
1867-1764, 1000000000543546, [2009-], [2009-]
1866-2625, 1000000000575756, [2009-], [2009-]
0972-656X, 1000000000577653, [2009-], [2009-]
0974-3227, 1000000000577654, [v.1(2009)-], [2009-]
1866-5756, 1000000000577655, [2009-], [2009-]
1866-9956, 1000000000577656, [2009-], [2009-]
1876-1658, 1000000000577657, [2009-], [2009-]
1876-4533, 1000000000577659, [2009-], [2009-]
1957-7729, 1000000000577660, [v.15(2007)-], [2007-]
1866-6116, 1000000000579855, [2009-], [2009-]
1867-2221, 1000000000579856, [2008-], [2008-]
1598-2386, 1000000000700555, [2011-], [2011-]
0972-8279, 1000000000707925, [2009-], [2009-]
1867-1977, 1000000000709689, [2009-], [2009-]
1867-3007, 1000000000714643, [2009-], [2009-]
1866-6280, 1000000000717401, [2009-], [2009-]
1674-5361, 1000000000717402, [2009-], [2009-]
2035-5106, 1000000000717409, [v.93(2009)-], [2009-]
0119-5646, 1000000000723403, [2006-], [2006-]
0099-7919, 1000000000726630, [1920-1924], [1920-1924]
1674-4799, 1000000000746030, [2010-], [2010-]
1877-7252, 1000000000750829, [v.1(2009)-], [2009-]
2081-9900, 1000000000750832, [], [2009-]
2035-9411, 1000000000750838, [2009-], [2009-]
1948-7894, 1000000000751193, [Record not found in Sirsi], [2012-]
1867-0180, 1000000000753940, [Record not found in Sirsi], [2009-]
1877-6558, 1000000000756822, [2009-], [2009-]
1877-7236, 1000000000756823, [v.1(2009)-], [2009-]
1868-2502, 1000000000756824, [v.1(2010)-], [2010-]
0975-0770, 1000000000756825, [v.1(2009)-], [2009-]
2005-3274, 1000000000767730, [2009-], [2009-  Most recent 1 year(s) not available]
1869-1757, 1000000000774335, [2009-], [2009-]
2102-6459, 1000000000774341, [2010-], [2010-]
1868-6974, 1000000000774348, [2010-], [2010-]
1878-5190, 1000000000774357, [v.99(2010)-], [2010-]
2036-3176, 1000000000790847, [v.1(2009)-], [2009-]
1868-4300, 1000000000790849, [v.25(2010)-], [2010-]
1945-9645, 1000000000800274, [2004-2008], [2004-2008]
, 1000000000800844, [Record not found in Sirsi], [2010-]
0101-8205, 1000000000803074, [Record not found in Sirsi], [2003-]
1868-9256, 1000000000804399, [Record not found in Sirsi], [2008-]
1674-7313, 1000000000812666, [2010-], [2010-]
1674-733X, 1000000000812667, [2010-], [2010-]
1674-7305, 1000000000812668, [2010-], [2010-]
1674-7283, 1000000000812669, [2010-], [2010-]
1674-7348, 1000000000812670, [2010-], [2010-]
1674-7321, 1000000000812671, [2010-], [2010-]
